Date,Open,High,Low,Close,Adj Close,Volume
2017-05-03,23.050600,25.443899,22.718100,25.200001,25.200001,12602800
2017-05-04,25.192499,26.524099,24.874300,25.986300,25.986300,13585800
2017-05-05,26.112301,30.829901,25.930700,28.451599,28.451599,24376200
2017-05-06,28.495501,29.941999,27.938801,28.975901,28.975901,14355000
2017-05-07,28.968201,34.564999,28.774200,32.782799,32.782799,31328600
2017-05-08,33.448200,33.809299,28.576401,30.468300,30.468300,25549000
2017-05-09,30.477699,31.610600,26.606199,28.659201,28.659201,21083700
2017-05-10,28.487600,30.671200,28.109100,29.840900,29.840900,12732500
2017-05-11,29.938999,30.029800,28.734301,29.513300,29.513300,9288200
2017-05-12,29.614201,30.285700,28.297800,28.678200,28.678200,8023910
2017-05-13,28.588900,28.732700,27.219400,28.469900,28.469900,7213280
2017-05-14,28.513399,29.161800,27.787001,28.532400,28.532400,7419170
2017-05-15,28.510300,28.539000,27.320200,27.787399,27.787399,8160330
2017-05-16,27.733200,27.733200,25.964701,26.264000,26.264000,9801320
2017-05-17,26.367399,27.969400,25.278601,26.926399,26.926399,10576800
2017-05-18,26.984699,31.108801,26.984699,30.331499,30.331499,15586800
2017-05-19,30.312799,31.871700,30.282200,31.871700,31.871700,10692300
2017-05-20,31.815500,36.784500,31.265600,35.095901,35.095901,23733000
2017-05-21,35.037102,36.455799,33.353901,34.640598,34.640598,10952100
2017-05-22,34.799500,41.182098,33.269501,36.165699,36.165699,28469700
2017-05-23,36.307999,56.842800,36.298698,55.622200,55.622200,68629504
2017-05-24,56.305401,58.639900,44.035400,45.382000,45.382000,95915696
2017-05-25,45.519001,50.896198,39.496498,40.115501,40.115501,52485500
2017-05-26,39.805500,44.613300,34.838200,38.711601,38.711601,24735300
2017-05-27,38.708000,40.785301,28.687401,33.411900,33.411900,20990300
2017-05-28,33.433102,39.390400,33.433102,36.842602,36.842602,19020300
2017-05-29,36.761200,43.807598,36.059898,41.208599,41.208599,31360800
2017-05-30,41.288399,45.650200,39.662201,39.785999,39.785999,23048100
2017-05-31,39.827702,43.113300,39.233200,41.826000,41.826000,15027900
2017-06-01,41.839500,45.516899,41.839500,43.703602,43.703602,12849800
2017-06-02,43.735699,44.654598,42.995899,44.004700,44.004700,9539580
2017-06-03,43.986401,44.417702,42.158699,42.369999,42.369999,9819610
2017-06-04,42.341702,43.417000,41.696899,42.897301,42.897301,9805040
2017-06-05,42.884399,48.500000,42.884399,48.261799,48.261799,16780900
2017-06-06,48.367500,55.568298,47.119598,55.568298,55.568298,34918400
2017-06-07,55.293201,62.377602,52.061401,52.536098,52.536098,50623800
2017-06-08,52.908100,56.456200,51.446098,56.192501,56.192501,14708500
2017-06-09,56.131500,57.225201,55.290100,55.623501,55.623501,11941600
2017-06-10,55.587101,56.245300,51.920799,52.283100,52.283100,14465400
2017-06-11,52.367802,58.701199,51.947899,58.701199,58.701199,15485200
2017-06-12,59.090500,59.805000,45.778599,50.040298,50.040298,25425000
2017-06-13,49.800900,52.868999,49.729301,51.804600,51.804600,13362700
2017-06-14,51.981800,53.556599,44.370800,46.302898,46.302898,12407600
2017-06-15,46.238701,47.024799,38.748600,46.024399,46.024399,14252000
2017-06-16,45.971298,48.244801,44.167301,48.107498,48.107498,8711820
2017-06-17,48.189999,51.202499,48.090801,50.460201,50.460201,15646500
2017-06-18,50.490799,51.702599,48.974998,49.601398,49.601398,10122000
2017-06-19,49.621899,50.669498,48.516800,49.089802,49.089802,12502400
2017-06-20,49.030701,50.910599,47.600201,48.082699,48.082699,15178600
2017-06-21,48.169998,48.912102,45.537800,46.587601,46.587601,12133900
2017-06-22,46.802799,47.804401,46.643398,47.284000,47.284000,7443100
2017-06-23,47.452301,52.513802,46.746799,51.408901,51.408901,11033000
2017-06-24,51.431000,51.808399,47.297199,48.034599,48.034599,7786220
2017-06-25,47.842701,48.731201,45.284302,45.892101,45.892101,9156060
2017-06-26,45.897900,48.203899,39.391499,43.493000,43.493000,17033600
2017-06-27,43.493000,44.053398,38.507500,43.571701,43.571701,12171600
2017-06-28,43.796299,47.411301,42.290001,47.324001,47.324001,10812600
2017-06-29,47.039299,47.906799,44.674301,45.021500,45.021500,11470500
2017-06-30,45.092800,45.874001,43.482399,43.726799,43.726799,11338900
2017-07-01,43.706501,43.978699,39.795101,40.955898,40.955898,10673500
2017-07-02,40.935200,42.997898,40.220001,42.794201,42.794201,12774300
2017-07-03,42.509102,44.139099,41.816502,43.625999,43.625999,13141000
2017-07-04,43.547501,45.527199,43.547501,45.470001,45.470001,14850800
2017-07-05,45.304699,46.895000,44.134602,45.720901,45.720901,15243000
2017-07-06,45.960499,50.260502,45.877602,50.116901,50.116901,23168300
2017-07-07,50.111099,50.651901,43.839699,44.247799,44.247799,20324700
2017-07-08,44.169498,46.237999,41.895100,46.102299,46.102299,15801900
2017-07-09,46.694599,47.003300,44.555698,44.849701,44.849701,12681200
2017-07-10,44.907600,45.123199,38.840199,40.007500,40.007500,14633300
2017-07-11,40.248501,40.733398,35.336899,37.136398,37.136398,17988200
2017-07-12,36.893700,40.754002,35.508801,40.388802,40.388802,15785600
2017-07-13,40.431000,40.741901,37.202801,38.226898,38.226898,9969180
2017-07-14,38.080601,38.326698,34.216202,35.480000,35.480000,9558140
2017-07-15,35.571098,35.571098,31.368999,32.093201,32.093201,9718770
2017-07-16,31.968599,32.533501,28.831301,29.429199,29.429199,12434100
2017-07-17,29.471701,34.983601,29.462099,34.830898,34.830898,13708900
2017-07-18,34.888302,37.922199,33.380699,36.383801,36.383801,9949120
2017-07-19,36.467300,37.591801,34.370201,35.063900,35.063900,6994230
2017-07-20,34.894600,41.011101,34.894600,40.297699,40.297699,14905700
2017-07-21,40.548698,41.425999,39.531700,40.344002,40.344002,9572580
2017-07-22,40.248299,44.761398,40.152500,44.705399,44.705399,9028920
2017-07-23,44.636299,44.784302,41.437698,42.665298,42.665298,8634060
2017-07-24,42.659000,45.760201,41.858002,45.580002,45.580002,12102100
2017-07-25,45.552898,45.835602,38.237701,40.675900,40.675900,12706300
2017-07-26,40.728001,46.441200,38.604801,45.803600,45.803600,26033100
2017-07-27,45.917000,46.737202,43.926800,45.238602,45.238602,15960700
2017-07-28,45.286701,45.794300,42.735901,43.959702,43.959702,18694500
2017-07-29,43.691002,44.367802,42.186798,43.892399,43.892399,7053810
2017-07-30,43.948399,43.948399,39.545399,39.619400,39.619400,11709500
2017-07-31,39.668999,40.680599,38.937698,39.837200,39.837200,13138500
2017-08-01,39.880600,45.044701,39.809399,44.145699,44.145699,17363300
2017-08-02,44.078999,44.780201,42.783401,43.629700,43.629700,8111580
2017-08-03,43.798000,44.312302,43.227901,43.355301,43.355301,8262040
2017-08-04,43.357399,45.323502,42.974899,45.123901,45.123901,7794340
2017-08-05,45.179199,49.493599,45.179199,48.578300,48.578300,12131400
2017-08-06,48.569901,49.178200,47.363899,47.830200,47.830200,8254240
2017-08-07,47.668800,50.205601,47.240898,50.205601,50.205601,12794900
2017-08-08,50.395302,52.637798,49.931801,51.941200,51.941200,12471600
2017-08-09,51.938000,53.342098,49.737099,50.963600,50.963600,11466600
2017-08-10,50.937599,51.293499,49.472801,49.472801,49.472801,9147740
2017-08-11,49.306900,51.558701,48.931900,50.650600,50.650600,8534390
2017-08-12,50.851799,51.572498,46.339199,49.367802,49.367802,17349200
2017-08-13,49.384300,50.145802,45.463001,47.760399,47.760399,19587800
2017-08-14,47.685299,49.753899,46.632401,49.753899,49.753899,14023000
2017-08-15,49.967098,50.163300,45.715099,48.743401,48.743401,13651100
2017-08-16,48.774601,49.085300,47.033798,48.783001,48.783001,12423400
2017-08-17,48.815601,49.457401,47.052502,47.448601,47.448601,11176000
2017-08-18,47.365398,48.926399,46.217400,46.687801,46.687801,14517200
2017-08-19,46.971802,58.032101,46.971802,55.962502,55.962502,27038800
2017-08-20,55.788399,56.052101,51.803299,54.708401,54.708401,15702600
2017-08-21,54.668301,95.076797,52.866699,77.822998,77.822998,238775008
2017-08-22,77.990097,95.507202,72.528999,91.160004,91.160004,150286000
2017-08-23,91.009300,99.707603,85.507500,90.327202,90.327202,84961904
2017-08-24,90.348099,93.773201,79.345596,86.287498,86.287498,70187104
2017-08-25,86.469498,108.364998,85.342201,108.264000,108.264000,95835696
2017-08-26,107.459999,148.360992,105.285004,138.048004,138.048004,301843008
2017-08-27,137.595001,138.878998,124.806999,130.675003,130.675003,92742200
2017-08-28,130.759995,154.584000,129.063995,145.403000,145.403000,216036000
2017-08-29,144.237000,144.494995,128.020004,133.035004,133.035004,104869000
2017-08-30,133.845001,135.828995,124.064003,132.378998,132.378998,106543000
2017-08-31,131.947006,141.970993,131.207993,140.406998,140.406998,131974000
2017-09-01,140.653000,150.091003,136.487000,141.197006,141.197006,163960992
2017-09-02,141.350006,141.401993,121.959000,124.804001,124.804001,128849000
2017-09-03,124.932999,129.294006,115.741997,126.005997,126.005997,92631104
2017-09-04,126.232002,126.232002,101.727997,106.167999,106.167999,89194704
2017-09-05,106.746002,122.630997,95.806602,118.823997,118.823997,113378000
2017-09-06,118.785004,122.311996,114.323997,121.633003,121.633003,64604400
2017-09-07,121.388000,124.758003,116.600998,120.843002,120.843002,62655700
2017-09-08,120.275002,132.570999,113.303001,118.043999,118.043999,159066000
2017-09-09,118.186996,119.732002,113.172997,116.266998,116.266998,39220400
2017-09-10,115.637001,115.768997,103.166000,112.325996,112.325996,50725200
2017-09-11,113.045998,116.241997,110.470001,112.746002,112.746002,30605900
2017-09-12,112.722000,115.693001,110.494003,111.889999,111.889999,40402700
2017-09-13,111.807999,113.162003,102.394997,111.329002,111.329002,88162896
2017-09-14,111.292999,120.389999,82.649902,83.040199,83.040199,133553000
2017-09-15,83.134201,103.690002,73.166603,99.854500,99.854500,176154000
2017-09-16,100.110001,106.115997,91.410103,95.287804,95.287804,71163504
2017-09-17,94.967499,96.364098,89.221901,93.744698,93.744698,41008200
2017-09-18,93.810997,102.015999,93.810997,100.568001,100.568001,63732100
2017-09-19,100.829002,101.277000,93.697098,97.718903,97.718903,48249700
2017-09-20,97.639999,98.088600,93.370697,95.569603,95.569603,34198900
2017-09-21,95.325302,95.752800,85.168900,86.244904,86.244904,34290500
2017-09-22,86.168098,89.539200,84.331001,88.174896,88.174896,28179100
2017-09-23,88.032700,92.116203,86.956703,91.846001,91.846001,26372900
2017-09-24,91.757202,91.809998,88.001900,89.499298,89.499298,22224000
2017-09-25,89.372902,94.234398,89.119102,93.641098,93.641098,28114300
2017-09-26,93.814003,95.309700,91.603500,93.127197,93.127197,32540800
2017-09-27,92.748001,102.907997,92.640701,101.042999,101.042999,51634900
2017-09-28,100.972000,101.136002,95.483299,97.233498,97.233498,41822000
2017-09-29,97.295097,97.780701,91.216003,94.501999,94.501999,38972400
2017-09-30,94.437897,96.325104,94.068199,95.755898,95.755898,28498000
2017-10-01,95.592102,95.744904,91.769798,93.222000,93.222000,25936500
2017-10-02,93.558098,93.800598,90.983597,91.544197,91.544197,27534700
2017-10-03,91.521797,94.811996,87.211197,92.961197,92.961197,44289800
2017-10-04,92.947998,93.650398,89.045700,90.407097,90.407097,29568100
2017-10-05,90.493896,92.447304,88.144501,91.858902,91.858902,27697400
2017-10-06,91.909103,92.938797,90.226700,91.189796,91.189796,24504100
2017-10-07,90.939697,92.050797,89.567101,91.703697,91.703697,22617600
2017-10-08,91.391197,92.204102,89.736504,89.774597,89.774597,29220800
2017-10-09,89.741898,90.116699,83.762299,85.485100,85.485100,38063700
2017-10-10,85.613297,88.411301,84.270103,86.821198,86.821198,31695500
2017-10-11,86.740700,88.250298,85.796997,87.421700,87.421700,21103400
2017-10-12,87.563004,88.633598,86.461700,87.092400,87.092400,32783200
2017-10-13,87.227402,96.773102,85.533600,95.134598,95.134598,63578800
2017-10-14,95.056297,103.127998,93.725998,100.230003,100.230003,38886100
2017-10-15,99.937202,100.806999,91.596100,94.865501,94.865501,34188200
2017-10-16,94.992500,97.971802,93.049004,95.900299,95.900299,32185000
2017-10-17,95.934700,96.941803,90.723602,91.284203,91.284203,43866200
2017-10-18,91.192299,91.264503,86.540100,89.542198,89.542198,36277100
2017-10-19,89.657799,92.482101,87.914200,88.623901,88.623901,35302300
2017-10-20,88.709602,92.727798,88.072601,90.540497,90.540497,38260700
2017-10-21,90.409103,90.409103,86.576500,88.123299,88.123299,25267200
2017-10-22,88.184303,89.037102,85.522400,86.581902,86.581902,27130000
2017-10-23,86.483101,86.921600,82.894798,85.209702,85.209702,26261800
2017-10-24,85.155098,92.347298,83.468300,88.402603,88.402603,42191100
2017-10-25,88.493202,101.291000,85.823898,88.129898,88.129898,59952100
2017-10-26,88.167999,89.866402,88.019897,88.581703,88.581703,23132200
2017-10-27,88.576202,89.189697,86.428398,86.745003,86.745003,27939000
2017-10-28,86.912498,87.760300,85.708603,86.305496,86.305496,25397400
2017-10-29,86.267899,90.359200,86.267899,88.652496,88.652496,38368700
2017-10-30,88.592300,90.489197,88.038696,88.840698,88.840698,28179100
2017-10-31,88.747803,89.328697,87.603798,87.644997,87.644997,28704900
2017-11-01,87.645203,88.202400,84.727699,85.717003,85.717003,36899300
2017-11-02,85.661102,86.083504,81.679298,83.763603,83.763603,48608100
2017-11-03,83.526299,90.135803,83.526299,87.987000,87.987000,37321100
2017-11-04,87.898102,88.476196,85.502197,87.302696,87.302696,23011500
2017-11-05,87.314400,88.043297,86.040298,86.346901,86.346901,27619800
2017-11-06,86.424103,102.916000,86.151703,102.916000,102.916000,103722000
2017-11-07,104.234001,104.751999,95.045197,99.764397,99.764397,81253296
2017-11-08,99.821404,115.938004,99.142097,113.315002,113.315002,79822896
2017-11-09,112.531998,123.404999,112.219002,120.779999,120.779999,86864600
2017-11-10,121.344002,121.665001,101.757004,105.585999,105.585999,84614000
2017-11-11,105.750000,127.106003,103.877998,119.615997,119.615997,107708000
2017-11-12,119.597000,133.675003,110.617996,123.856003,123.856003,144948000
2017-11-13,128.960007,136.528000,120.921997,123.402000,123.402000,116200000
2017-11-14,123.615997,124.200996,118.625999,122.352997,122.352997,53544800
2017-11-15,122.240997,124.722000,119.192001,121.374001,121.374001,49976700
2017-11-16,121.242996,128.087997,118.504997,120.305000,120.305000,74944096
2017-11-17,120.014999,126.699997,119.250000,126.699997,126.699997,47127700
2017-11-18,126.595001,135.011993,123.528999,130.798996,130.798996,62156400
2017-11-19,130.720993,133.617996,127.208000,129.479004,129.479004,42133000
2017-11-20,129.496002,140.550995,128.485001,135.764999,135.764999,59945400
2017-11-21,136.104996,142.214005,131.371994,141.738007,141.738007,72701504
2017-11-22,142.082001,173.449005,141.136993,165.949997,165.949997,189472000
2017-11-23,166.110001,172.919006,156.453995,158.606995,158.606995,109392000
2017-11-24,158.619003,162.942001,156.761002,160.026993,160.026993,69178000
2017-11-25,159.994995,170.104004,159.994995,168.442001,168.442001,64076700
2017-11-26,168.572006,168.720001,159.763000,163.373993,163.373993,61100400
2017-11-27,162.916000,173.391998,159.947998,173.391998,173.391998,81489696
2017-11-28,175.348007,203.210007,173.173004,203.210007,203.210007,179179008
2017-11-29,203.912994,214.274994,165.330994,168.149994,168.149994,178828000
2017-11-30,170.485992,195.393997,156.531006,180.138000,180.138000,128112000
2017-12-01,179.722000,191.848999,169.763000,190.938004,190.938004,70430496
2017-12-02,190.834000,205.264008,186.684006,203.033997,203.033997,80791104
2017-12-03,203.365005,209.085999,191.248001,200.050995,200.050995,111303000
2017-12-04,199.561996,210.242004,192.042007,210.242004,210.242004,74534400
2017-12-05,211.128006,272.643005,208.893997,269.484009,269.484009,352326016
2017-12-06,268.164001,316.667999,260.610992,278.684998,278.684998,543884032
2017-12-07,277.867004,300.321991,263.173004,280.855011,280.855011,299528000
2017-12-08,281.308990,284.860992,250.649994,276.743988,276.743988,201496992
2017-12-09,277.265991,281.398010,250.388000,262.532990,262.532990,161152000
2017-12-10,262.898987,262.898987,220.768997,245.332993,245.332993,142120000
2017-12-11,244.951004,281.032990,244.143005,279.669006,279.669006,152496992
2017-12-12,281.490997,319.897003,281.187988,308.066986,308.066986,271785984
2017-12-13,307.431000,330.346008,284.743988,305.744995,305.744995,248583008
2017-12-14,303.264008,335.527008,301.395996,325.205994,325.205994,261052992
2017-12-15,325.605988,326.075989,296.078003,312.321991,312.321991,163054000
2017-12-16,312.609985,331.542999,311.710999,327.321014,327.321014,164860992
2017-12-17,328.058014,365.243988,327.272003,351.372986,351.372986,278704992
2017-12-18,353.066010,381.511993,332.092010,381.511993,381.511993,217306000
2017-12-19,381.066010,406.033997,346.941986,377.235992,377.235992,317292000
2017-12-20,375.713989,476.398010,329.950012,469.197998,469.197998,498648000
2017-12-21,470.286987,470.286987,390.550995,417.980011,417.980011,354020992
2017-12-22,419.528992,423.421997,255.667999,346.113007,346.113007,334616992
2017-12-23,349.761993,417.647003,344.381012,382.039001,382.039001,190116992
2017-12-24,391.015015,391.015015,297.092987,337.059998,337.059998,134675008
2017-12-25,339.688995,365.867004,323.204010,360.782013,360.782013,119632000
2017-12-26,361.084991,384.770996,357.273010,381.542999,381.542999,161342000
2017-12-27,381.303009,442.595001,381.303009,421.848999,421.848999,250742000
2017-12-28,422.506989,422.506989,359.493011,378.903992,378.903992,162716992
2017-12-29,381.303009,387.562988,358.071014,377.365997,377.365997,173824992
2017-12-30,378.520996,378.520996,319.609009,330.803986,330.803986,140463008
2017-12-31,329.002014,356.765991,327.412994,349.026001,349.026001,101667000
2018-01-01,349.549011,363.787994,336.977997,358.989990,358.989990,110244000
2018-01-02,359.059998,387.790009,359.059998,383.416992,383.416992,224768992
2018-01-03,382.743988,418.257996,378.856995,412.062988,412.062988,180190000
2018-01-04,414.410004,419.717987,383.540009,403.048004,403.048004,166108000
2018-01-05,402.384003,407.035004,373.891998,384.936005,384.936005,182618000
2018-01-06,385.364990,452.770996,380.213989,452.770996,452.770996,235391008
2018-01-07,456.151001,495.835999,453.390991,459.330994,459.330994,262443008
2018-01-08,458.346985,469.704987,357.540985,405.074005,405.074005,220924000
2018-01-09,403.707001,447.605011,398.531006,413.334015,413.334015,522438016
2018-01-10,413.248993,419.065002,370.519989,407.740997,407.740997,265152000
2018-01-11,406.084015,415.895996,346.694000,355.592010,355.592010,187722000
2018-01-12,358.615997,394.782990,347.322998,394.782990,394.782990,158188992
2018-01-13,393.040009,433.346008,393.040009,420.053986,420.053986,248704992
2018-01-14,420.335999,444.014008,384.304993,399.519012,399.519012,180678000
2018-01-15,396.016998,444.342987,392.372009,414.570007,414.570007,264782000
2018-01-16,415.928009,418.987000,261.197998,320.036987,320.036987,283036000
2018-01-17,318.932007,332.118988,240.356995,319.186005,319.186005,192936992
2018-01-18,320.596985,347.114014,303.350006,316.467987,316.467987,152851008
2018-01-19,314.134003,367.957001,309.539001,364.621002,364.621002,199852000
2018-01-20,367.635010,403.489014,358.770996,383.789001,383.789001,240595008
2018-01-21,384.532013,389.110992,336.011993,345.079010,345.079010,126395000
2018-01-22,348.910004,356.036987,288.786011,315.898010,315.898010,116893000
2018-01-23,315.304993,321.695007,285.614014,308.460999,308.460999,116898000
2018-01-24,308.924988,323.192993,299.457001,317.399994,317.399994,92263600
2018-01-25,322.171997,327.996002,306.589996,317.102997,317.102997,76537296
2018-01-26,316.595001,328.779999,292.481995,323.684998,323.684998,91052800
2018-01-27,325.304993,332.825989,310.445007,321.355011,321.355011,66614100
2018-01-28,322.960999,337.157990,322.960999,332.166992,332.166992,75700896
2018-01-29,331.774994,336.686005,314.049011,316.627991,316.627991,55323000
2018-01-30,317.358002,318.009003,268.679993,274.015991,274.015991,93182600
2018-01-31,274.897003,284.019989,265.283997,272.889008,272.889008,67649504
2018-02-01,273.875000,279.782990,228.386993,240.964996,240.964996,73082704
2018-02-02,240.841995,249.272995,184.938995,235.630005,235.630005,122696000
2018-02-03,236.507004,256.975006,215.602997,251.587997,251.587997,55887100
2018-02-04,251.968994,257.390015,214.785995,221.046005,221.046005,48981700
2018-02-05,219.039993,221.737000,167.136993,179.487000,179.487000,77454496
2018-02-06,180.867004,213.460999,149.410995,212.289001,212.289001,100344000
2018-02-07,210.733002,231.250000,191.856995,207.274994,207.274994,64730900
2018-02-08,207.774994,253.119995,207.774994,247.223999,247.223999,81312200
2018-02-09,247.824997,260.838989,233.434998,260.433014,260.433014,77557200
2018-02-10,260.585999,271.824005,243.912994,250.029999,250.029999,76435296
2018-02-11,249.442001,249.442001,219.227997,229.485001,229.485001,51680100
2018-02-12,229.867004,251.414001,229.867004,247.567993,247.567993,45760100
2018-02-13,247.994003,248.875000,230.024994,234.688995,234.688995,46476400
2018-02-14,234.337006,276.661987,234.337006,276.661987,276.661987,116137000
2018-02-15,276.080994,304.782990,269.324005,303.251007,303.251007,85772704
2018-02-16,301.013000,302.101013,280.221985,296.476990,296.476990,64320200
2018-02-17,295.996002,334.713013,293.132996,325.665009,325.665009,134268992
2018-02-18,325.959015,327.769989,294.415985,300.118011,300.118011,68135104
2018-02-19,299.704010,319.730988,297.645996,316.493988,316.493988,67482400
2018-02-20,316.994995,321.726990,303.789001,304.395996,304.395996,71114704
2018-02-21,302.393005,339.687012,287.721985,322.606995,322.606995,169590000
2018-02-22,320.630005,327.283997,279.803986,282.760010,282.760010,103123000
2018-02-23,280.406006,299.442993,269.348999,285.708008,285.708008,89026304
2018-02-24,285.675995,295.489990,265.230988,273.790009,273.790009,62206300
2018-02-25,273.032990,284.039001,266.260010,281.023010,281.023010,33676300
2018-02-26,282.282013,300.328003,271.473999,293.608002,293.608002,53939200
2018-02-27,295.058014,309.102997,288.239990,302.540985,302.540985,64821400
2018-02-28,301.542999,305.746002,285.579010,285.696991,285.696991,47981800
2018-03-01,286.032013,315.673004,284.227997,314.035004,314.035004,62044300
2018-03-02,313.518005,351.385986,310.816986,344.729004,344.729004,170634000
2018-03-03,346.023987,374.721008,344.199005,352.954987,352.954987,196022000
2018-03-04,351.747986,369.071014,338.753998,368.973999,368.973999,123113000
2018-03-05,369.062988,379.679993,355.992004,373.247009,373.247009,130898000
2018-03-06,368.885010,368.889008,342.466003,346.398010,346.398010,93212704
2018-03-07,346.240997,364.752014,320.852997,339.148010,339.148010,162103008
2018-03-08,338.128998,338.128998,276.951996,278.636993,278.636993,128424000
2018-03-09,277.605011,288.089996,243.507004,288.089996,288.089996,155072000
2018-03-10,290.722992,295.791992,255.807007,257.044006,257.044006,78431696
2018-03-11,256.667999,287.167999,248.412003,282.351013,282.351013,73755400
2018-03-12,282.433014,287.089996,251.826996,259.421997,259.421997,66680300
2018-03-13,258.222992,266.351013,246.190002,248.067993,248.067993,69264496
2018-03-14,248.315002,251.830994,208.287994,215.559998,215.559998,75383296
2018-03-15,215.835007,225.960999,198.727997,213.311005,213.311005,75798000
2018-03-16,213.212997,222.380997,203.904999,215.703003,215.703003,62972500
2018-03-17,215.488007,215.843994,193.899002,197.912994,197.912994,48877500
2018-03-18,197.427994,209.632996,175.078995,209.632996,209.632996,75859904
2018-03-19,210.334000,222.001999,202.375000,216.772995,216.772995,67314400
